Removed Pin From Net: NetName=GND Pin=C23-1
Removed Pin From Net: NetName=GND Pin=C27-1
Removed Pin From Net: NetName=+3.3v Pin=C27-2
Removed Pin From Net: NetName=GND Pin=C28-1
Removed Pin From Net: NetName=GND Pin=C29-1
Change Component Footprint: Designator=C11 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C13 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C23 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C24 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C27 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C28 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C29 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C31 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=C32 Old Footprint=CAPC1608X87N New Footprint=CAPACITOR 0603
Change Component Footprint: Designator=R2 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R3 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R4 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R6 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R7 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R8 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R9 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R12 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R13 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R14 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R15 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R16 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R17 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R18 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R20 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Footprint: Designator=R24 Old Footprint=RESC1608X55N New Footprint=RESCHIP0603
Change Component Comment : Designator=C11 Old Comment=0603 0u1 New Comment=0.1uF
Change Component Comment : Designator=C13 Old Comment=0603 0u1 New Comment=0.1uF
Change Component Comment : Designator=C27 Old Comment=0603 0u1 New Comment=0.1uF
Change Component Comment : Designator=C28 Old Comment=0603 0u1 New Comment=0.1uF
Change Component Comment : Designator=C29 Old Comment=0603 0u1 New Comment=1uF
Change Component Comment : Designator=R13 Old Comment=0603 1k5 New Comment=10k
Change Component Comment : Designator=C24 Old Comment=0603 1u New Comment=0.1uF
Change Component Comment : Designator=R7 Old Comment=0603 10k New Comment=10k
Change Component Comment : Designator=R8 Old Comment=0603 10k New Comment=10k
Change Component Comment : Designator=R9 Old Comment=0603 10k New Comment=10k
Change Component Comment : Designator=R12 Old Comment=0603 10k New Comment=10k
Change Component Comment : Designator=R16 Old Comment=0603 10k New Comment=10k
Change Component Comment : Designator=R24 Old Comment=0603 10k New Comment=10k
Change Component Comment : Designator=R18 Old Comment=0603 12k1 New Comment=12.1k
Change Component Comment : Designator=C31 Old Comment=0603 30pF New Comment=20pF
Change Component Comment : Designator=C32 Old Comment=0603 30pF New Comment=20pF
Change Component Comment : Designator=R14 Old Comment=0603 33R New Comment=33R
Change Component Comment : Designator=R15 Old Comment=0603 33R New Comment=33R
Change Component Comment : Designator=R17 Old Comment=0603 33R New Comment=33R
Change Component Comment : Designator=R20 Old Comment=0603 33R New Comment=33R
Change Component Comment : Designator=R2 Old Comment=0603 50R New Comment=50R
Change Component Comment : Designator=R3 Old Comment=0603 50R New Comment=50R
Change Component Comment : Designator=R4 Old Comment=0603 50R New Comment=50R
Change Component Comment : Designator=R6 Old Comment=0603 50R New Comment=50R
Change Component Comment : Designator=C23 Old Comment=0603 470p New Comment=0.1uF
Change component parameters: Designator = "IC2" ("IC2"); Footprint = "PCBComponent_1"; UniqueID = "\XBZHMJUZ" ("\XBZHMJUZ")
Change component parameters: Designator = "C11" ("C11"); Footprint = "CAPC1608X87N"; UniqueID = "\LQYCVZZL" ("\LQYCVZZL")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C13" ("C13"); Footprint = "CAPC1608X87N"; UniqueID = "\TCHJFRUB" ("\TCHJFRUB")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C23" ("C23"); Footprint = "CAPC1608X87N"; UniqueID = "\DJSTQMGZ" ("\DJSTQMGZ")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C24" ("C24"); Footprint = "CAPC1608X87N"; UniqueID = "\STYXNQLO" ("\STYXNQLO")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C27" ("C27"); Footprint = "CAPC1608X87N"; UniqueID = "\IOACPGQF" ("\IOACPGQF")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C28" ("C28"); Footprint = "CAPC1608X87N"; UniqueID = "\PZKAYEWI" ("\PZKAYEWI")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C29" ("C29"); Footprint = "CAPC1608X87N"; UniqueID = "\LAGNZBMR" ("\LAGNZBMR")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C31" ("C31"); Footprint = "CAPC1608X87N"; UniqueID = "\ZFTOEASU" ("\ZFTOEASU")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C32" ("C32"); Footprint = "CAPC1608X87N"; UniqueID = "\NZCNETYQ" ("\NZCNETYQ")
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "R2" ("R2"); Footprint = "RESC1608X55N"; UniqueID = "\UVLTZJQP" ("\UVLTZJQP")
Change component parameters (AddParameter): Name = "Body"; Value = "{Body}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Class"; Value = "Ёлектронные компоненты"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Installation"; Value = "{Installation}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ordering_Information"; Value = "{Ordering_Information}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power_W"; Value = "{Power_W}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SubClass"; Value = "–езисторы"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance_Percent"; Value = "{Tolerance_Percent}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "50R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R3" ("R3"); Footprint = "RESC1608X55N"; UniqueID = "\WCBOWQOB" ("\WCBOWQOB")
Change component parameters (AddParameter): Name = "Body"; Value = "{Body}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Class"; Value = "Ёлектронные компоненты"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Installation"; Value = "{Installation}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ordering_Information"; Value = "{Ordering_Information}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power_W"; Value = "{Power_W}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SubClass"; Value = "–езисторы"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance_Percent"; Value = "{Tolerance_Percent}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "50R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R4" ("R4"); Footprint = "RESC1608X55N"; UniqueID = "\UVJQZLXE" ("\UVJQZLXE")
Change component parameters (AddParameter): Name = "Body"; Value = "{Body}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Class"; Value = "Ёлектронные компоненты"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Installation"; Value = "{Installation}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ordering_Information"; Value = "{Ordering_Information}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power_W"; Value = "{Power_W}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SubClass"; Value = "–езисторы"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance_Percent"; Value = "{Tolerance_Percent}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "50R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R6" ("R6"); Footprint = "RESC1608X55N"; UniqueID = "\UZRHHZAR" ("\UZRHHZAR")
Change component parameters (AddParameter): Name = "Body"; Value = "{Body}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Class"; Value = "Ёлектронные компоненты"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Installation"; Value = "{Installation}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ordering_Information"; Value = "{Ordering_Information}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power_W"; Value = "{Power_W}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SubClass"; Value = "–езисторы"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance_Percent"; Value = "{Tolerance_Percent}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "50R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R7" ("R7"); Footprint = "RESC1608X55N"; UniqueID = "\XGVCLGHZ" ("\XGVCLGHZ")
Change component parameters (AddParameter): Name = "Body"; Value = "{Body}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Class"; Value = "Ёлектронные компоненты"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Installation"; Value = "{Installation}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ordering_Information"; Value = "{Ordering_Information}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power_W"; Value = "{Power_W}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SubClass"; Value = "–езисторы"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance_Percent"; Value = "{Tolerance_Percent}"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R8" ("R8"); Footprint = "RESC1608X55N"; UniqueID = "\GOISVKQD" ("\GOISVKQD")
